delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w
15233.154,-14.534,177.102,17.371,0.009,0.002,0.042,-0.999,-68.413,152.737,3.545,-0.62,-0.505,0.045,-0.599,-13.893,90.245,15.822,0.352,-0.725,-0.014,-0.592
15246.826,-14.536,177.201,17.315,0.006,0.006,0.045,-0.999,-68.363,152.877,3.654,-0.622,-0.511,0.031,-0.592,-12.384,95.252,14.658,0.303,-0.737,0.041,-0.602
15260.742,-14.503,177.27,17.267,0.002,0.01,0.045,-0.999,-68.208,153.096,3.601,-0.628,-0.509,0.018,-0.589,-10.211,98.929,13.288,0.296,-0.723,0.079,-0.619
15274.658,-14.454,177.321,17.238,-0.0,0.014,0.043,-0.999,-67.982,153.386,3.421,-0.632,-0.504,0.011,-0.588,-7.755,101.707,11.688,0.296,-0.7,0.095,-0.643
15288.574,-14.369,177.35,17.233,0.0,0.017,0.041,-0.999,-67.694,153.886,3.227,-0.637,-0.499,0.015,-0.587,-4.63,104.46,9.001,0.284,-0.666,0.088,-0.684
15301.758,-14.273,177.357,17.243,0.001,0.021,0.04,-0.999,-67.356,154.33,3.01,-0.642,-0.496,0.022,-0.584,-1.491,107.1,6.92,0.27,-0.638,0.088,-0.716
15315.674,-14.121,177.334,17.289,0.003,0.024,0.039,-0.999,-66.859,154.933,2.856,-0.647,-0.494,0.041,-0.578,2.331,109.879,4.611,0.249,-0.607,0.076,-0.751
15330.322,-13.93,177.3,17.349,0.005,0.027,0.037,-0.999,-66.229,155.638,2.658,-0.655,-0.492,0.064,-0.571,6.864,112.691,2.542,0.232,-0.58,0.06,-0.779
15345.703,-13.696,177.273,17.416,0.008,0.031,0.038,-0.999,-65.492,156.484,2.296,-0.659,-0.486,0.087,-0.567,12.576,115.636,0.475,0.217,-0.551,0.029,-0.805
15357.91,-13.511,177.277,17.451,0.009,0.033,0.04,-0.999,-64.83,157.175,1.976,-0.663,-0.479,0.103,-0.566,17.581,117.951,-1.186,0.207,-0.523,-0.003,-0.827
15371.826,-13.306,177.3,17.47,0.009,0.035,0.045,-0.998,-64.035,157.949,1.584,-0.669,-0.468,0.115,-0.566,23.85,120.771,-3.42,0.187,-0.476,-0.043,-0.858
15386.475,-13.108,177.324,17.468,0.007,0.037,0.049,-0.998,-63.155,158.679,1.307,-0.677,-0.458,0.124,-0.563,30.602,123.878,-6.304,0.149,-0.396,-0.098,-0.901
15400.146,-12.91,177.34,17.456,0.007,0.037,0.051,-0.998,-62.171,159.346,1.069,-0.687,-0.444,0.132,-0.56,37.892,127.51,-9.558,0.104,-0.274,-0.152,-0.944
15413.574,-12.701,177.342,17.434,0.007,0.037,0.052,-0.998,-61.09,159.911,0.792,-0.697,-0.428,0.143,-0.558,45.837,132.084,-12.388,0.056,-0.109,-0.183,-0.975
15427.49,-12.488,177.335,17.401,0.007,0.036,0.052,-0.998,-59.968,160.362,0.49,-0.705,-0.413,0.158,-0.554,53.298,137.101,-14.027,-0.003,0.041,-0.209,-0.977
15441.65,-12.254,177.326,17.356,0.008,0.033,0.049,-0.998,-58.742,160.617,0.165,-0.711,-0.4,0.178,-0.55,61.049,143.516,-14.252,-0.093,0.217,-0.251,-0.939
15455.078,-12.004,177.317,17.303,0.008,0.031,0.046,-0.998,-57.537,160.725,-0.166,-0.716,-0.389,0.2,-0.544,68.478,149.81,-12.951,-0.168,0.402,-0.269,-0.859
15468.994,-11.73,177.312,17.246,0.009,0.028,0.042,-0.999,-56.314,160.482,-0.565,-0.72,-0.379,0.223,-0.537,75.766,156.07,-8.41,-0.229,0.623,-0.222,-0.714
15482.91,-11.427,177.305,17.18,0.009,0.025,0.037,-0.999,-55.223,160.056,-1.024,-0.724,-0.369,0.24,-0.532,80.59,160.432,0.954,-0.303,0.815,-0.048,-0.492
15496.826,-11.093,177.295,17.107,0.011,0.022,0.032,-0.999,-54.33,159.374,-1.57,-0.725,-0.364,0.249,-0.53,80.615,162.495,10.57,-0.408,0.863,0.09,-0.284
15511.23,-10.756,177.286,17.052,0.013,0.02,0.028,-0.999,-53.546,158.542,-2.088,-0.723,-0.364,0.257,-0.528,78.316,163.598,17.42,-0.501,0.837,0.147,-0.167
15524.658,-10.391,177.267,17.013,0.017,0.018,0.026,-0.999,-52.916,157.201,-2.543,-0.719,-0.376,0.264,-0.521,73.451,164.798,21.208,-0.6,0.768,0.106,-0.198
15538.818,-10.037,177.23,16.994,0.021,0.016,0.026,-0.999,-52.285,155.762,-3.08,-0.712,-0.39,0.273,-0.516,70.539,167.417,21.603,-0.652,0.701,0.045,-0.286
15552.49,-9.691,177.182,16.982,0.025,0.015,0.027,-0.999,-51.575,154.281,-3.882,-0.699,-0.399,0.287,-0.519,68.529,169.899,21.421,-0.684,0.643,0.014,-0.344
15566.65,-9.332,177.135,16.982,0.029,0.015,0.03,-0.999,-50.843,152.531,-5.243,-0.677,-0.395,0.302,-0.543,66.693,171.845,20.503,-0.7,0.587,-0.0,-0.407
15580.811,-8.964,177.095,16.974,0.031,0.015,0.032,-0.999,-50.044,150.411,-6.868,-0.654,-0.377,0.305,-0.58,65.022,172.945,20.034,-0.691,0.568,-0.016,-0.447
15595.703,-8.565,177.068,16.958,0.031,0.015,0.034,-0.999,-49.053,148.048,-8.28,-0.639,-0.36,0.305,-0.607,62.831,173.281,20.174,-0.684,0.566,-0.047,-0.458
15608.887,-8.209,177.048,16.934,0.031,0.015,0.035,-0.999,-48.065,145.784,-9.437,-0.627,-0.347,0.305,-0.627,60.88,173.228,20.833,-0.687,0.569,-0.071,-0.445
15622.559,-7.807,177.031,16.907,0.03,0.015,0.035,-0.999,-46.947,142.901,-10.826,-0.607,-0.333,0.306,-0.653,58.827,172.646,21.52,-0.692,0.58,-0.086,-0.42
15636.719,-7.399,176.997,16.882,0.03,0.014,0.033,-0.999,-45.815,139.966,-12.259,-0.58,-0.318,0.312,-0.682,56.542,171.952,21.498,-0.701,0.577,-0.108,-0.405
15650.391,-6.98,176.932,16.857,0.03,0.014,0.032,-0.999,-44.544,136.502,-13.816,-0.546,-0.298,0.32,-0.715,54.25,171.642,20.888,-0.706,0.56,-0.144,-0.41
15664.062,-6.567,176.856,16.827,0.031,0.014,0.032,-0.999,-43.093,132.554,-15.563,-0.501,-0.269,0.331,-0.753,51.888,171.24,19.839,-0.709,0.536,-0.186,-0.419
15677.979,-6.156,176.777,16.789,0.033,0.014,0.031,-0.999,-41.462,128.199,-17.425,-0.448,-0.228,0.339,-0.795,49.62,170.653,18.734,-0.708,0.515,-0.227,-0.427
15692.139,-5.738,176.679,16.748,0.035,0.014,0.031,-0.999,-39.543,122.799,-19.463,-0.372,-0.167,0.34,-0.847,47.222,169.394,17.154,-0.699,0.498,-0.279,-0.431
15706.299,-5.32,176.555,16.713,0.039,0.013,0.031,-0.999,-37.387,116.542,-21.101,-0.279,-0.098,0.333,-0.895,44.924,167.876,15.534,-0.687,0.482,-0.328,-0.433
15720.459,-4.901,176.417,16.687,0.043,0.012,0.031,-0.999,-34.978,109.418,-21.89,-0.167,-0.021,0.315,-0.934,42.672,166.121,13.845,-0.675,0.465,-0.377,-0.431
15734.375,-4.47,176.235,16.673,0.049,0.011,0.028,-0.998,-32.197,101.539,-21.343,-0.035,0.069,0.296,-0.952,40.496,163.588,11.666,-0.66,0.446,-0.428,-0.426
15747.803,-4.044,176.047,16.664,0.054,0.009,0.026,-0.998,-29.529,93.691,-19.33,0.104,0.151,0.289,-0.94,38.477,161.013,9.48,-0.646,0.424,-0.472,-0.426
15761.719,-3.624,175.82,16.664,0.061,0.006,0.023,-0.998,-27.029,86.471,-15.042,0.235,0.224,0.287,-0.901,36.742,157.823,6.823,-0.629,0.395,-0.509,-0.435
15775.635,-3.22,175.563,16.676,0.068,0.004,0.021,-0.997,-24.763,82.124,-9.479,0.289,0.287,0.303,-0.862,35.439,153.954,3.722,-0.609,0.363,-0.534,-0.46
15789.551,-2.82,175.309,16.701,0.074,0.002,0.019,-0.997,-22.65,79.198,-5.222,0.308,0.341,0.314,-0.831,34.258,149.966,0.739,-0.589,0.333,-0.554,-0.485
15803.467,-2.425,175.041,16.746,0.081,-0.0,0.016,-0.997,-20.708,77.472,-0.834,0.334,0.383,0.283,-0.814,33.403,145.1,-2.686,-0.563,0.299,-0.568,-0.522
15816.65,-2.047,174.766,16.808,0.087,-0.002,0.013,-0.996,-19.055,76.973,2.766,0.351,0.397,0.215,-0.82,32.85,139.478,-6.451,-0.522,0.262,-0.577,-0.572
15830.566,-1.692,174.486,16.901,0.093,-0.004,0.011,-0.996,-18.187,77.144,5.209,0.359,0.39,0.167,-0.831,32.756,132.801,-10.477,-0.453,0.227,-0.575,-0.642
15844.238,-1.355,174.243,17.01,0.097,-0.004,0.011,-0.995,-18.406,77.27,7.005,0.384,0.369,0.151,-0.833,33.111,124.681,-14.678,-0.338,0.188,-0.561,-0.732
15858.398,-1.024,174.062,17.118,0.099,-0.004,0.011,-0.995,-19.49,77.298,7.886,0.407,0.332,0.16,-0.836,33.423,114.905,-18.393,-0.187,0.141,-0.541,-0.807
15872.314,-0.698,173.972,17.248,0.099,-0.004,0.009,-0.995,-21.004,77.293,7.711,0.415,0.282,0.194,-0.843,32.717,102.337,-20.812,0.007,0.041,-0.505,-0.862
15885.986,-0.365,173.916,17.381,0.099,-0.004,0.007,-0.995,-22.677,77.494,6.579,0.394,0.214,0.233,-0.863,30.016,88.257,-20.4,0.212,-0.143,-0.448,-0.857
15899.902,-0.029,173.881,17.503,0.099,-0.005,0.004,-0.995,-23.999,77.268,6.187,0.4,0.153,0.253,-0.867,26.564,74.513,-15.203,0.441,-0.342,-0.367,-0.745
15914.307,0.301,173.954,17.601,0.095,-0.009,0.002,-0.995,-25.746,77.894,5.248,0.398,0.077,0.266,-0.875,21.206,66.187,-1.106,0.551,-0.586,-0.273,-0.528
15929.199,0.635,174.121,17.666,0.089,-0.015,-0.004,-0.996,-26.417,78.734,4.97,0.398,0.057,0.251,-0.881,17.87,67.782,10.864,0.499,-0.699,-0.173,-0.483
15942.871,0.974,174.276,17.744,0.085,-0.021,-0.009,-0.996,-26.471,79.435,4.909,0.394,0.066,0.232,-0.887,18.189,68.887,16.512,0.547,-0.663,-0.142,-0.491
15956.543,1.31,174.506,17.843,0.081,-0.026,-0.01,-0.996,-26.325,80.493,4.578,0.376,0.092,0.217,-0.896,19.297,71.016,19.438,0.636,-0.527,-0.08,-0.558
15970.215,1.653,174.759,17.943,0.078,-0.031,-0.011,-0.996,-26.591,81.548,4.192,0.366,0.103,0.206,-0.902,19.74,72.986,21.072,0.663,-0.459,-0.051,-0.588
15983.887,2.004,175.089,18.015,0.072,-0.036,-0.013,-0.997,-27.279,82.686,3.644,0.355,0.1,0.197,-0.908,20.555,74.714,22.202,0.64,-0.491,-0.109,-0.581
15997.803,2.333,175.447,18.051,0.064,-0.04,-0.014,-0.997,-28.169,83.813,3.022,0.341,0.09,0.195,-0.915,21.28,76.025,23.455,0.627,-0.529,-0.156,-0.551
16011.719,2.615,175.895,18.047,0.054,-0.043,-0.01,-0.998,-29.428,85.07,2.255,0.323,0.08,0.206,-0.92,21.553,77.778,23.326,0.6,-0.565,-0.186,-0.534
16025.146,2.851,176.315,18.04,0.045,-0.045,-0.004,-0.998,-30.74,86.191,1.662,0.31,0.069,0.222,-0.922,21.028,78.821,22.631,0.554,-0.605,-0.203,-0.534
16039.062,3.069,176.679,18.035,0.035,-0.046,0.003,-0.998,-32.055,87.269,1.162,0.298,0.057,0.238,-0.923,20.248,79.547,21.561,0.51,-0.624,-0.2,-0.557
16052.979,3.28,176.995,18.023,0.025,-0.048,0.008,-0.998,-33.446,88.43,0.673,0.282,0.044,0.259,-0.923,19.718,80.175,19.409,0.48,-0.601,-0.183,-0.613
16066.65,3.501,177.237,18.011,0.016,-0.05,0.011,-0.999,-34.701,89.558,0.28,0.265,0.032,0.278,-0.923,20.285,80.132,16.517,0.491,-0.502,-0.164,-0.693
16080.322,3.736,177.432,18.015,0.008,-0.052,0.011,-0.999,-35.871,90.633,-0.004,0.251,0.02,0.293,-0.922,21.256,80.352,13.364,0.446,-0.466,-0.187,-0.741
16094.238,3.972,177.562,18.039,0.003,-0.056,0.009,-0.998,-36.984,91.612,-0.111,0.24,0.007,0.306,-0.921,22.187,80.911,11.429,0.412,-0.444,-0.201,-0.769
16108.154,4.206,177.628,18.09,0.0,-0.06,0.007,-0.998,-37.98,92.435,0.003,0.236,-0.006,0.314,-0.92,23.589,81.492,10.122,0.412,-0.407,-0.2,-0.79
16122.803,4.441,177.636,18.167,-0.0,-0.063,0.005,-0.998,-38.909,93.226,0.09,0.231,-0.017,0.32,-0.919,25.067,82.043,9.349,0.424,-0.374,-0.186,-0.803
16136.475,4.68,177.608,18.251,0.001,-0.066,0.004,-0.998,-39.66,93.824,0.386,0.229,-0.026,0.323,-0.918,26.392,82.503,8.951,0.428,-0.368,-0.183,-0.805
16150.391,4.921,177.582,18.325,0.001,-0.067,0.002,-0.998,-40.286,94.286,0.759,0.227,-0.033,0.324,-0.918,27.594,82.851,8.794,0.423,-0.382,-0.194,-0.799
16164.062,5.163,177.589,18.386,0.001,-0.068,0.002,-0.998,-40.827,94.609,1.203,0.227,-0.04,0.324,-0.917,28.755,82.986,8.71,0.416,-0.4,-0.211,-0.789
16178.223,5.395,177.589,18.438,-0.0,-0.068,0.003,-0.998,-41.322,94.792,1.707,0.229,-0.048,0.323,-0.917,29.994,82.988,8.665,0.417,-0.408,-0.222,-0.781
16191.895,5.619,177.599,18.476,-0.002,-0.068,0.005,-0.998,-41.758,94.821,2.267,0.233,-0.058,0.319,-0.917,31.299,82.801,8.72,0.43,-0.406,-0.224,-0.775
16205.811,5.842,177.624,18.507,-0.005,-0.068,0.007,-0.998,-42.167,94.78,2.835,0.238,-0.068,0.315,-0.916,32.583,82.562,8.682,0.441,-0.4,-0.226,-0.771
16219.727,6.055,177.645,18.525,-0.007,-0.068,0.009,-0.998,-42.383,94.435,3.537,0.247,-0.077,0.307,-0.916,33.874,82.152,8.687,0.452,-0.393,-0.228,-0.768
16233.887,6.267,177.667,18.54,-0.009,-0.067,0.011,-0.998,-42.502,94.061,4.225,0.256,-0.083,0.301,-0.915,35.106,81.742,8.698,0.461,-0.387,-0.23,-0.765
16247.559,6.474,177.684,18.551,-0.011,-0.067,0.013,-0.998,-42.488,93.643,4.908,0.265,-0.085,0.294,-0.914,36.317,81.349,8.674,0.467,-0.382,-0.235,-0.762
16261.23,6.668,177.699,18.551,-0.013,-0.066,0.015,-0.998,-42.003,92.96,5.658,0.275,-0.073,0.287,-0.915,37.536,80.914,8.794,0.479,-0.373,-0.237,-0.758
16275.391,6.852,177.719,18.546,-0.015,-0.066,0.017,-0.998,-41.129,92.238,6.384,0.285,-0.042,0.285,-0.914,38.764,80.545,9.068,0.497,-0.363,-0.235,-0.753
16289.307,7.021,177.738,18.533,-0.016,-0.065,0.018,-0.998,-39.961,91.451,7.23,0.296,0.005,0.288,-0.911,39.979,80.242,9.387,0.514,-0.354,-0.237,-0.745
16302.979,7.161,177.75,18.504,-0.018,-0.065,0.02,-0.998,-38.174,90.389,8.492,0.315,0.077,0.295,-0.899,41.092,80.05,9.835,0.528,-0.352,-0.247,-0.732
16316.895,7.289,177.766,18.468,-0.02,-0.064,0.021,-0.998,-36.743,89.242,10.162,0.35,0.133,0.295,-0.879,42.129,79.96,10.174,0.538,-0.355,-0.264,-0.718
16330.811,7.409,177.788,18.425,-0.021,-0.064,0.022,-0.997,-35.653,88.223,11.918,0.39,0.171,0.29,-0.857,43.094,79.94,10.507,0.548,-0.359,-0.281,-0.701
16344.971,7.501,177.818,18.355,-0.023,-0.063,0.023,-0.998,-34.674,87.441,13.638,0.425,0.202,0.283,-0.836,43.871,80.04,10.812,0.555,-0.367,-0.302,-0.683
16358.643,7.587,177.859,18.273,-0.025,-0.062,0.023,-0.997,-33.777,86.919,15.058,0.447,0.233,0.281,-0.816,44.286,80.237,10.972,0.557,-0.38,-0.322,-0.665
16372.07,7.664,177.902,18.185,-0.026,-0.061,0.025,-0.997,-32.957,86.524,16.145,0.457,0.266,0.288,-0.799,44.62,80.4,11.047,0.555,-0.395,-0.341,-0.648
16385.986,7.715,177.934,18.084,-0.027,-0.06,0.026,-0.997,-32.311,86.301,16.804,0.456,0.29,0.295,-0.788,44.736,80.631,11.011,0.548,-0.416,-0.365,-0.627
16399.902,7.768,177.95,17.99,-0.028,-0.059,0.027,-0.997,-31.883,86.067,17.389,0.461,0.299,0.293,-0.783,44.76,80.895,10.921,0.541,-0.437,-0.388,-0.605
16413.818,7.795,177.943,17.888,-0.028,-0.058,0.029,-0.997,-31.794,85.874,17.784,0.473,0.289,0.284,-0.782,44.724,81.18,10.695,0.533,-0.453,-0.409,-0.585
16427.734,7.793,177.926,17.774,-0.028,-0.057,0.03,-0.997,-31.748,85.743,18.02,0.479,0.284,0.279,-0.783,44.576,81.461,10.283,0.524,-0.461,-0.423,-0.578
16441.895,7.79,177.924,17.66,-0.029,-0.056,0.032,-0.997,-31.709,85.64,18.193,0.479,0.288,0.278,-0.781,44.321,81.743,9.791,0.518,-0.458,-0.423,-0.585
16455.566,7.76,177.932,17.537,-0.029,-0.055,0.034,-0.997,-31.798,85.546,18.433,0.484,0.295,0.28,-0.775,44.023,82.006,9.31,0.518,-0.441,-0.409,-0.608
16469.727,7.72,177.941,17.426,-0.028,-0.054,0.036,-0.997,-31.967,85.534,18.648,0.488,0.304,0.28,-0.769,43.749,82.282,8.917,0.519,-0.421,-0.388,-0.634
16483.643,7.669,177.93,17.337,-0.027,-0.053,0.037,-0.998,-32.216,85.691,18.771,0.491,0.311,0.276,-0.766,43.541,82.619,8.792,0.523,-0.409,-0.367,-0.652
16497.559,7.606,177.888,17.273,-0.024,-0.053,0.036,-0.998,-32.565,86.036,18.807,0.495,0.315,0.267,-0.764,43.346,83.046,8.899,0.526,-0.411,-0.351,-0.657
16511.475,7.535,177.821,17.226,-0.02,-0.052,0.034,-0.998,-32.929,86.605,18.701,0.498,0.318,0.253,-0.766,43.138,83.549,9.244,0.526,-0.428,-0.34,-0.651
16525.146,7.466,177.753,17.187,-0.017,-0.052,0.031,-0.998,-33.287,87.375,18.392,0.498,0.323,0.238,-0.769,42.979,84.146,9.817,0.527,-0.454,-0.329,-0.639
16539.062,7.38,177.695,17.153,-0.015,-0.051,0.027,-0.998,-33.714,88.328,17.9,0.497,0.325,0.221,-0.774,42.997,84.747,10.37,0.533,-0.47,-0.316,-0.629
16552.979,7.285,177.674,17.119,-0.014,-0.05,0.025,-0.998,-34.169,89.438,17.225,0.49,0.331,0.208,-0.779,43.212,85.378,10.882,0.543,-0.478,-0.301,-0.621
16566.65,7.187,177.668,17.079,-0.015,-0.049,0.024,-0.998,-34.727,90.698,16.349,0.479,0.339,0.199,-0.785,43.496,86.041,11.304,0.554,-0.481,-0.285,-0.617
16580.566,7.071,177.686,17.051,-0.015,-0.048,0.023,-0.998,-35.406,91.989,15.379,0.469,0.341,0.192,-0.792,43.809,86.855,11.701,0.562,-0.488,-0.265,-0.613
16594.238,6.946,177.707,17.029,-0.017,-0.046,0.023,-0.999,-36.186,93.398,14.219,0.456,0.339,0.183,-0.802,44.045,87.696,12.0,0.566,-0.497,-0.246,-0.61
16609.375,6.799,177.727,17.017,-0.018,-0.045,0.022,-0.999,-37.041,95.181,12.589,0.431,0.336,0.176,-0.819,44.226,88.599,12.173,0.569,-0.504,-0.224,-0.61
16621.826,6.637,177.752,17.013,-0.018,-0.044,0.022,-0.999,-37.797,97.003,10.994,0.402,0.333,0.164,-0.837,44.203,89.689,12.033,0.567,-0.505,-0.192,-0.621
16635.742,6.461,177.779,17.014,-0.019,-0.043,0.022,-0.999,-38.689,99.105,9.189,0.371,0.321,0.147,-0.859,44.05,90.85,11.627,0.564,-0.499,-0.154,-0.639
16649.658,6.27,177.813,17.019,-0.019,-0.043,0.023,-0.999,-39.591,101.419,7.313,0.335,0.307,0.127,-0.882,43.815,92.164,10.865,0.555,-0.49,-0.113,-0.663
16663.818,6.077,177.85,17.023,-0.02,-0.042,0.023,-0.999,-40.588,103.929,5.462,0.296,0.29,0.102,-0.904,43.51,93.651,9.998,0.54,-0.484,-0.071,-0.685
16677.734,5.868,177.901,17.035,-0.02,-0.041,0.024,-0.999,-41.895,106.483,3.777,0.264,0.266,0.072,-0.924,43.042,95.643,8.722,0.509,-0.487,-0.028,-0.709
16691.65,5.656,177.94,17.045,-0.021,-0.041,0.024,-0.999,-43.453,109.089,2.3,0.235,0.243,0.048,-0.94,42.742,97.818,7.427,0.481,-0.486,0.013,-0.729
16705.322,5.448,177.965,17.064,-0.021,-0.04,0.024,-0.999,-45.351,111.69,0.978,0.203,0.221,0.032,-0.953,42.748,100.139,6.062,0.458,-0.48,0.047,-0.746
16719.238,5.253,177.986,17.086,-0.02,-0.039,0.023,-0.999,-47.7,114.196,-0.272,0.169,0.194,0.031,-0.966,43.089,102.507,4.806,0.444,-0.473,0.071,-0.757
16733.154,5.072,178.017,17.101,-0.02,-0.038,0.022,-0.999,-50.588,116.648,-1.621,0.132,0.151,0.041,-0.979,43.737,104.914,3.789,0.436,-0.473,0.081,-0.761
16747.07,4.902,178.058,17.103,-0.021,-0.037,0.02,-0.999,-53.801,119.075,-3.103,0.09,0.09,0.055,-0.99,44.55,107.341,3.024,0.419,-0.493,0.065,-0.76
16761.23,4.741,178.121,17.081,-0.023,-0.036,0.018,-0.999,-57.891,121.91,-4.806,0.027,-0.008,0.07,-0.997,45.477,109.755,2.539,0.409,-0.516,0.042,-0.751
16776.123,4.59,178.195,17.037,-0.025,-0.036,0.015,-0.999,-62.328,125.136,-6.25,-0.046,-0.123,0.075,-0.989,46.508,112.186,1.849,0.4,-0.526,0.027,-0.75
16789.307,4.482,178.254,16.986,-0.027,-0.035,0.012,-0.999,-66.498,128.183,-7.001,-0.117,-0.233,0.081,-0.962,47.517,114.37,1.097,0.396,-0.525,0.019,-0.753
16803.467,4.376,178.288,16.937,-0.027,-0.035,0.01,-0.999,-71.301,131.133,-6.816,-0.178,-0.372,0.087,-0.907,48.785,116.784,-0.054,0.388,-0.515,0.021,-0.764
16818.359,4.295,178.287,16.887,-0.026,-0.036,0.008,-0.999,-76.178,133.171,-5.295,-0.203,-0.535,0.087,-0.815,50.312,119.287,-1.715,0.369,-0.498,0.025,-0.784
16831.543,4.203,178.267,16.849,-0.023,-0.036,0.006,-0.999,-80.087,134.607,-2.761,-0.208,-0.685,0.093,-0.692,52.175,121.774,-3.863,0.336,-0.474,0.019,-0.814
16844.971,4.11,178.211,16.813,-0.018,-0.037,0.006,-0.999,-81.618,136.308,1.498,-0.216,-0.801,0.163,-0.534,54.796,124.218,-6.78,0.292,-0.427,0.004,-0.856
16858.887,4.001,178.125,16.769,-0.014,-0.037,0.008,-0.999,-79.415,138.874,6.031,-0.253,-0.86,0.28,-0.344,58.511,126.788,-10.407,0.23,-0.354,-0.039,-0.906
16872.559,3.871,178.042,16.718,-0.01,-0.037,0.012,-0.999,-74.638,141.119,8.873,-0.276,-0.854,0.399,-0.189,62.317,129.673,-13.675,0.169,-0.27,-0.079,-0.945
16886.475,3.708,177.942,16.654,-0.007,-0.035,0.017,-0.999,-69.436,142.679,9.05,-0.269,-0.806,0.507,-0.142,66.383,133.207,-16.723,0.094,-0.168,-0.11,-0.975
16900.879,3.516,177.862,16.581,-0.004,-0.032,0.023,-0.999,-64.383,142.821,5.305,-0.276,-0.717,0.589,-0.25,71.002,137.996,-19.294,-0.022,-0.026,-0.131,-0.991
16914.307,3.332,177.826,16.51,0.0,-0.031,0.026,-0.999,-62.539,142.219,1.541,-0.319,-0.653,0.585,-0.359,75.087,142.684,-20.856,-0.132,0.103,-0.155,-0.974
16927.979,3.158,177.795,16.453,0.006,-0.031,0.025,-0.999,-61.514,140.047,-3.729,-0.373,-0.57,0.503,-0.532,79.405,147.925,-21.179,-0.257,0.252,-0.183,-0.915
16941.65,2.991,177.716,16.412,0.012,-0.032,0.023,-0.999,-59.494,138.2,-7.285,-0.418,-0.498,0.425,-0.63,83.958,152.886,-19.546,-0.367,0.426,-0.183,-0.806
16955.566,2.804,177.575,16.379,0.019,-0.033,0.021,-0.999,-56.287,136.139,-9.554,-0.45,-0.452,0.371,-0.675,88.238,156.452,-14.633,-0.442,0.623,-0.126,-0.633
16969.727,2.609,177.446,16.329,0.024,-0.033,0.023,-0.999,-52.74,134.203,-10.662,-0.453,-0.436,0.365,-0.687,89.989,157.082,-7.354,-0.489,0.769,0.003,-0.412
16983.398,2.422,177.365,16.238,0.026,-0.031,0.027,-0.999,-48.872,132.24,-11.517,-0.452,-0.41,0.396,-0.685,89.051,156.399,-1.348,-0.535,0.813,0.099,-0.206
16997.314,2.254,177.338,16.106,0.023,-0.028,0.029,-0.999,-45.355,130.043,-12.69,-0.457,-0.365,0.398,-0.707,82.449,152.14,5.638,-0.604,0.777,0.16,-0.072
17011.23,2.114,177.317,15.965,0.021,-0.025,0.029,-0.999,-41.884,127.507,-14.092,-0.467,-0.299,0.374,-0.743,77.741,149.78,7.512,0.66,-0.727,-0.182,0.048
17025.146,1.986,177.254,15.846,0.02,-0.024,0.026,-0.999,-38.672,124.681,-15.396,-0.468,-0.234,0.327,-0.787,73.91,149.102,5.86,0.711,-0.67,-0.146,0.154
17041.504,1.843,177.128,15.751,0.023,-0.024,0.021,-0.999,-35.178,120.564,-16.758,-0.442,-0.148,0.244,-0.851,73.082,149.966,-1.197,-0.602,0.666,0.089,-0.432
17052.979,1.693,176.994,15.714,0.028,-0.024,0.019,-0.999,-31.788,116.515,-17.971,-0.39,-0.059,0.173,-0.902,71.831,149.476,-4.804,-0.52,0.668,0.075,-0.528
17066.895,1.514,176.85,15.686,0.034,-0.025,0.019,-0.999,-27.448,111.751,-18.698,-0.32,0.047,0.115,-0.939,68.881,148.171,-7.625,-0.506,0.645,0.083,-0.567
17080.566,1.328,176.704,15.656,0.038,-0.027,0.019,-0.999,-22.543,106.239,-17.854,-0.227,0.163,0.071,-0.957,64.544,145.827,-8.893,-0.585,0.598,0.134,-0.531
17094.482,1.144,176.595,15.594,0.04,-0.027,0.018,-0.999,-17.961,101.211,-15.977,-0.135,0.269,0.032,-0.953,60.633,143.673,-11.054,-0.638,0.531,0.182,-0.527
17108.643,0.942,176.536,15.487,0.039,-0.027,0.018,-0.999,-14.123,96.86,-12.691,-0.07,0.357,0.045,-0.93,56.643,140.856,-15.133,-0.609,0.487,0.205,-0.592
17122.314,0.723,176.522,15.349,0.035,-0.028,0.018,-0.999,-11.793,93.46,-8.988,-0.039,0.414,0.085,-0.906,52.552,137.375,-19.843,-0.513,0.482,0.186,-0.685
17136.23,0.492,176.516,15.213,0.032,-0.029,0.018,-0.999,-10.13,90.629,-6.068,-0.015,0.457,0.113,-0.882,47.691,133.335,-23.805,-0.437,0.476,0.144,-0.75
17150.146,0.239,176.499,15.085,0.03,-0.031,0.017,-0.999,-9.7,88.491,-3.647,0.011,0.469,0.119,-0.875,42.179,128.912,-27.286,-0.38,0.44,0.115,-0.805
17163.818,-0.028,176.473,14.976,0.031,-0.034,0.017,-0.999,-10.016,86.56,-1.947,0.071,0.45,0.099,-0.884,36.018,124.046,-30.38,-0.328,0.379,0.093,-0.86
